73,FF0B,0206,2B06,3806,8006
0C,1C4F,0629,0636,0679,066D
0C,1C50,0628,0634,0678,066C
0C,1C51,0627,0634,0678,066C
0C,1C52,0629,0637,067A,066E
0C,1C53,062A,0637,067A,066F
0C,1C54,0629,0635,0679,066D
0C,1C55,0628,0633,0678,066C
0C,1C56,0627,0633,0677,066C
0C,1C57,062A,0637,0679,066D
0C,1C58,062B,0638,067A,066E
0C,1C59,0628,0636,0679,066D
0C,1C5A,0627,0635,0678,066B
0C,1C5B,0626,0634,0679,066B
0C,1C5C,0628,0638,067A,066D
0C,1C5D,0629,0639,067B,066D
0C,1C5E,0628,0637,067A,066B
0C,1C5F,0627,0635,0679,066A
0C,1C60,0627,0635,0678,066A
0C,1C61,0629,0638,067A,066C
0C,1C62,062A,0639,067B,066D
0C,1C63,0628,0637,067A,066C
0C,1C64,0627,0635,0678,066A
0C,1C65,0626,0634,0677,066A
0C,1C66,0629,0636,0679,066D
0C,1C67,062A,0636,0679,066E
0C,1C68,0628,0635,0678,066C
0C,1C69,0628,0634,0677,066C
0C,1C6A,0627,0634,0677,066C
0C,1C6B,062A,0637,0679,066E
0C,1C6C,062A,0637,067A,066F
0C,1C6D,0629,0634,0679,066D
0C,1C6E,0627,0634,0679,066C
0C,1C6F,0627,0633,0678,066B
0C,1C70,0629,0637,0679,066D
0C,1C71,0629,0636,0679,066D
0C,1C72,0629,0635,0678,066D
0C,1C73,0628,0632,0677,066B
0C,1C74,0627,0634,0678,066C
0C,1C75,062A,0636,067A,066E
0C,1C76,062A,0637,0679,066E
0C,1C77,0629,0635,0679,066D
0C,1C78,0627,0634,0678,066B
0C,1C79,0627,0636,0678,066B
0C,1C7A,0629,0637,067A,066E
0C,1C7B,0629,0638,067A,066E
0C,1C7C,0628,0636,0679,066C
0C,1C7D,0627,0635,0678,066B
0C,1C7E,0627,0636,0679,066B
0C,1C7F,0628,0639,067B,066C
0C,1C80,0629,0638,067A,066C
0C,1C81,0627,0636,067A,066B
0C,1C82,0626,0634,0679,066B
0C,1C83,0627,0635,0678,066A
0C,1C84,0628,0637,067A,066D
0C,1C85,0629,0637,067A,066D
0C,1C86,0628,0636,067A,066C
0C,1C87,0628,0634,0678,066B
0C,1C88,0628,0634,0679,066C
0C,1C89,062A,0638,067A,066F
0C,1C8A,062A,0637,0679,066E
0C,1C8B,0628,0635,0679,066D
0C,1C8C,0627,0633,0678,066C
0C,1C8D,0629,0635,0678,066E
0C,1C8E,062A,0636,0678,066F
0C,1C8F,062A,0636,0679,066E
0C,1C90,0629,0635,0678,066C
0C,1C91,0628,0634,0678,066B
0C,1C92,0627,0635,0679,066C
0C,1C93,062A,0638,067B,066D
0C,1C94,062A,0638,067A,066D
0C,1C95,0628,0636,0679,066C
0C,1C96,0627,0635,0678,066A
0C,1C97,0629,0635,0679,066C
0C,1C98,062A,0638,0679,066E
0C,1C99,0629,0637,0679,066D
0C,1C9A,0627,0634,0678,066C
0C,1C9B,0627,0632,0677,066A
0C,1C9C,0627,0634,0679,066D
0C,1C9D,062A,0637,067A,066E
0C,1C9E,062A,0636,0679,066E
0C,1C9F,0628,0635,0679,066B
0C,1CA0,0627,0635,0677,066A
0C,1CA1,0628,0635,0679,066C
0C,1CA2,062A,0638,067A,066D
0C,1CA3,0629,0638,067A,066C
0C,1CA4,0628,0637,0679,066B
0C,1CA5,0626,0634,0678,066A
0C,1CA6,0627,0636,067A,066B
0C,1CA7,0629,0638,067B,066D
0C,1CA8,0628,0637,067A,066D
0C,1CA9,0628,0635,0678,066B
0C,1CAA,0627,0634,0678,066A
0C,1CAB,0628,0636,0679,066C
0C,1CAC,0629,0638,067A,066D
0C,1CAD,062A,0638,067A,066E
0C,1CAE,0627,0634,0678,066B
0C,1CAF,0626,0634,0678,066C
0C,1CB0,062A,0637,067A,066E
0C,1CB1,062B,0638,0679,066E
0C,1CB2,062A,0636,0679,066D
0C,1CB3,0628,0634,0678,066C
0C,1CB4,0627,0633,0676,066B
0C,1CB5,0629,0635,0679,066E
0C,1CB6,062B,0637,0679,066F
0C,1CB7,062A,0636,0678,066D
0C,1CB8,0629,0635,0679,066D
0C,1CB9,0628,0635,0679,066C
0C,1CBA,0629,0636,0679,066B
0C,1CBB,0629,0637,067A,066D
0C,1CBC,0628,0637,067A,066C
0C,1CBD,0627,0636,0679,066A
0C,1CBE,0627,0635,0678,066A
0C,1CBF,0628,0637,0679,066C
0C,1CC0,0629,0638,067A,066D
0C,1CC1,0629,0636,0679,066C
0C,1CC2,0628,0634,0678,066B
0C,1CC3,0628,0634,0678,066C
0C,1CC4,0629,0635,0679,066D
0C,1CC5,062A,0636,0678,066D
0C,1CC6,0629,0636,0679,066D
0C,1CC7,0629,0635,0678,066C
0C,1CC8,0627,0635,0678,066B
0C,1CC9,0629,0637,0679,066D
0C,1CCA,062A,0638,067A,066E
0C,1CCB,0628,0636,0679,066B
0C,1CCC,0628,0636,067A,066C
0C,1CCD,0626,0634,0678,066A
0C,1CCE,0628,0637,067A,066C
0C,1CCF,0629,0637,067A,066D
0C,1CD0,0628,0636,0679,066C
0C,1CD1,0628,0635,0678,066B
0C,1CD2,0628,0634,0678,066B
0C,1CD3,0629,0637,067A,066D
0C,1CD4,062A,0638,067A,066E
0C,1CD5,062A,0635,0678,066D
0C,1CD6,0629,0634,0678,066D
0C,1CD7,0628,0634,0678,066C
0C,1CD8,062A,0636,0678,066D
0C,1CD9,062A,0636,0679,066E
0C,1CDA,062A,0636,0679,066E
0C,1CDB,0629,0634,0678,066C
0C,1CDC,0627,0633,0677,066C
0C,1CDD,0629,0635,0678,066D
0C,1CDE,0629,0637,0679,066D
0C,1CDF,0629,0636,0679,066D
0C,1CE0,0627,0635,0679,066B
0C,1CE1,0626,0634,0678,066A
0C,1CE2,0628,0637,067A,066C
0C,1CE3,062A,0638,067A,066E
0C,1CE4,0629,0637,067A,066D
0C,1CE5,0628,0636,0679,066B
0C,1CE6,0627,0635,0678,066B
0C,1CE7,0628,0637,0679,066C
0C,1CE8,062A,0637,067A,066D
0C,1CE9,0628,0636,0679,066D
0C,1CEA,0627,0634,0679,066C
0C,1CEB,0627,0634,0677,066B
0C,1CEC,0629,0636,0679,066D
0C,1CED,062A,0638,0679,066D
0C,1CEE,0628,0636,0679,066B
0C,1CEF,0627,0635,0678,066B
0C,1CF0,0626,0635,0678,066A
0C,1CF1,0629,0638,067B,066C
0C,1CF2,062A,0638,067B,066D
0C,1CF3,0627,0637,067A,066C
0C,1CF4,0627,0635,0679,066B
0C,1CF5,0627,0635,0678,066B
0C,1CF6,062A,0636,067A,066E
0C,1CF7,062B,0637,0679,066E
0C,1CF8,062A,0635,0678,066D
0C,1CF9,0628,0633,0677,066C
0C,1CFA,0627,0633,0677,066D
0C,1CFB,062A,0636,0679,066F
0C,1CFC,062B,0637,0679,066F
0C,1CFD,0629,0635,0678,066D
0C,1CFE,0628,0633,0677,066B
0C,1CFF,0627,0634,0677,066B
0C,1D00,0629,0638,067A,066D
0C,1D01,0629,0639,067B,066D
0C,1D02,0628,0637,067A,066B
0C,1D03,0627,0636,0679,066B
0C,1D04,0625,0635,0679,066A
0C,1D05,0628,0639,067A,066C
0C,1D06,0629,0639,067B,066D
0C,1D07,0628,0637,067A,066B
0C,1D08,0627,0636,0679,066A
0C,1D09,0627,0635,0678,066A
0C,1D0A,0628,0637,067A,066D
0C,1D0B,0629,0637,067A,066D
0C,1D0C,0629,0636,0679,066C
0C,1D0D,0627,0634,0677,066A
0C,1D0E,0627,0634,0677,066B
0C,1D0F,062A,0636,0679,066D
0C,1D10,062A,0636,0679,066E
0C,1D11,0629,0636,0678,066D
0C,1D12,0628,0635,0678,066C
0C,1D13,0627,0634,0678,066C
0C,1D14,0629,0638,067A,066D
0C,1D15,0629,0638,067A,066D
0C,1D16,0628,0636,0679,066B
0C,1D17,0626,0635,0679,066A
0C,1D18,0627,0635,0678,066A
0C,1D19,062A,0638,067A,066D
0C,1D1A,0629,0638,067A,066D
0C,1D1B,0627,0636,0679,066C
0C,1D1C,0627,0634,0679,066C
0C,1D1D,0627,0635,0679,066C
0C,1D1E,0629,0638,067A,066E
0C,1D1F,0629,0637,067A,066E
0C,1D20,0629,0635,0679,066C
0C,1D21,0627,0635,0678,066B
0C,1D22,0628,0636,0678,066B
0C,1D23,0629,0637,0679,066D
0C,1D24,0629,0637,0679,066D
0C,1D25,0628,0636,0679,066C
0C,1D26,0627,0634,0678,066B
0C,1D27,0627,0635,0679,066B
0C,1D28,0628,0638,067A,066D
0C,1D29,0629,0638,067A,066C
0C,1D2A,0628,0637,0679,066B
0C,1D2B,0626,0635,0678,066A
0C,1D2C,0627,0636,0679,066A
0C,1D2D,0629,0638,067A,066C
0C,1D2E,0629,0638,067B,066D
0C,1D2F,0627,0636,067A,066B
0C,1D30,0626,0634,0678,066A
0C,1D31,0627,0635,0679,066B
0C,1D32,0629,0637,0679,066C
0C,1D33,0629,0638,0679,066C
0C,1D34,0628,0635,0679,066C
0C,1D35,0627,0634,0678,066B
0C,1D36,0628,0635,0678,066C
0C,1D37,062A,0637,0679,066E
0C,1D38,0629,0637,0679,066E
0C,1D39,0629,0635,0679,066C
0C,1D3A,0627,0633,0678,066B
0C,1D3B,0628,0636,0679,066B
0C,1D3C,0629,0638,067A,066C
0C,1D3D,0629,0637,067A,066D
0C,1D3E,0629,0636,0679,066C
0C,1D3F,0628,0635,0677,066A
0C,1D40,0628,0635,0678,066C
0C,1D41,062A,0638,0679,066D
0C,1D42,0629,0637,0679,066D
0C,1D43,0628,0634,0679,066C
0C,1D44,0626,0633,0678,066C
0C,1D45,0628,0634,0678,066D
0C,1D46,062A,0637,0679,066E
0C,1D47,062A,0636,0678,066E
0C,1D48,0628,0634,0678,066C
0C,1D49,0627,0633,0677,066B
0C,1D4A,0628,0635,0678,066C
0C,1D4B,0629,0638,0679,066E
0C,1D4C,0629,0637,0679,066C
0C,1D4D,0627,0636,0679,066B
0C,1D4E,0626,0634,0679,066A
0C,1D4F,0627,0636,067A,066C
0C,1D50,0629,0638,067A,066D
0C,1D51,0629,0637,067A,066C
0C,1D52,0628,0635,0679,066B
0C,1D53,0627,0635,0678,066A
0C,1D54,0628,0636,0679,066C
0C,1D55,0629,0637,067B,066D
0C,1D56,0628,0637,0679,066C
0C,1D57,0627,0635,0679,066C
0C,1D58,0627,0633,0678,066B
0C,1D59,0628,0635,0678,066C
0C,1D5A,062B,0637,0679,066D
0C,1D5B,0629,0636,0679,066D
0C,1D5C,0629,0634,0678,066D
0C,1D5D,0628,0633,0677,066C
0C,1D5E,0628,0635,0678,066E
0C,1D5F,062A,0636,0679,066E
0C,1D60,0629,0636,0679,066D
0C,1D61,0627,0635,0679,066B
0C,1D62,0626,0634,0678,066A
0C,1D63,0628,0636,0679,066C
0C,1D64,0629,0637,067A,066E
0C,1D65,0629,0637,0679,066D
0C,1D66,0628,0635,0678,066B
0C,1D67,0627,0633,0678,066B
0C,1D68,0628,0636,0679,066C
0C,1D69,0629,0637,0679,066D
0C,1D6A,0629,0636,0678,066C
0C,1D6B,0628,0634,0678,066C
0C,1D6C,0628,0633,0677,066B
0C,1D6D,0629,0635,0678,066D
0C,1D6E,062A,0636,0679,066E
0C,1D6F,0629,0636,0679,066C
0C,1D70,0627,0634,0679,066B
0C,1D71,0626,0634,0678,066A
0C,1D72,0628,0636,067A,066B
0C,1D73,0628,0638,067A,066B
0C,1D74,0628,0638,0679,066B
0C,1D75,0627,0636,0679,066A
0C,1D76,0626,0635,0678,066A
0C,1D77,0628,0637,0679,066B
0C,1D78,0629,0638,067A,066D
0C,1D79,0628,0637,067A,066C
0C,1D7A,0628,0634,0679,066C
0C,1D7B,0627,0633,0677,066C
0C,1D7C,0629,0635,0679,066D
0C,1D7D,062B,0636,0679,066F
0C,1D7E,062B,0635,0678,066E
0C,1D7F,0629,0633,0677,066D
0C,1D80,0627,0632,0676,066C
0C,1D81,0629,0635,0677,066D
0C,1D82,062A,0636,0679,066E
0C,1D83,0629,0635,0679,066D
0C,1D84,0628,0634,0678,066C
0C,1D85,0626,0634,0678,066B
0C,1D86,0628,0636,0679,066C
0C,1D87,0629,0638,067A,066D
0C,1D88,0628,0636,0679,066C
0C,1D89,0626,0635,0679,066B
0C,1D8A,0626,0635,0678,066A
0C,1D8B,0628,0637,0679,066C
0C,1D8C,0629,0638,067A,066D
0C,1D8D,0629,0637,0679,066C
0C,1D8E,0627,0634,0678,066B
0C,1D8F,0626,0634,0678,066B
0C,1D90,0628,0636,0679,066C
0C,1D91,062A,0637,0679,066D
0C,1D92,0629,0635,0678,066D
0C,1D93,0628,0634,0677,066C
0C,1D94,0628,0633,0677,066B
0C,1D95,0629,0636,0679,066D
0C,1D96,062A,0637,067A,066E
0C,1D97,0628,0636,0679,066C
0C,1D98,0628,0634,0678,066B
0C,1D99,0626,0634,0678,066B
0C,1D9A,0629,0637,0679,066C
0C,1D9B,0629,0637,067A,066D
0C,1D9C,0628,0636,067A,066C
0C,1D9D,0627,0634,0679,066A
0C,1D9E,0627,0634,0677,066A
0C,1D9F,0629,0636,0679,066D
0C,1DA0,0629,0637,0679,066D
0C,1DA1,0628,0635,0678,066D
0C,1DA2,0627,0633,0678,066B
0C,1DA3,0627,0633,0677,066B
0C,1DA4,062A,0635,0679,066D
0C,1DA5,062A,0636,0679,066F
0C,1DA6,0628,0635,0678,066C
0C,1DA7,0628,0634,0678,066B
0C,1DA8,0627,0633,0677,066B
0C,1DA9,0628,0636,0679,066C
0C,1DAA,0629,0637,067A,066D
0C,1DAB,0628,0636,0679,066C
0C,1DAC,0627,0634,0678,066B
0C,1DAD,0627,0634,0678,066A
0C,1DAE,0629,0637,0679,066D
0C,1DAF,0629,0637,067A,066E
0C,1DB0,0628,0635,0679,066C
0C,1DB1,0627,0634,0678,066B
0C,1DB2,0626,0633,0678,066B
0C,1DB3,0629,0637,0679,066C
0C,1DB4,0629,0638,067A,066D
0C,1DB5,0628,0636,0679,066C
0C,1DB6,0627,0634,0678,066B
0C,1DB7,0627,0635,0678,066A
0C,1DB8,0629,0637,0679,066D
0C,1DB9,0629,0637,067A,066D
0C,1DBA,0628,0636,0679,066C
0C,1DBB,0627,0634,0678,066B
0C,1DBC,0626,0634,0677,066B
0C,1DBD,0629,0636,0679,066D
0C,1DBE,062A,0636,0679,066D
0C,1DBF,0628,0635,0678,066C
0C,1DC0,0627,0635,0678,066A
0C,1DC1,0627,0634,0677,066A
0C,1DC2,0628,0637,0679,066C
0C,1DC3,0629,0638,067A,066D
0C,1DC4,0628,0636,0678,066B
0C,1DC5,0627,0634,0678,066B
0C,1DC6,0626,0634,0678,066A
0C,1DC7,0628,0636,0679,066C
0C,1DC8,0629,0637,0679,066E
0C,1DC9,0629,0635,0678,066C
0C,1DCA,0628,0633,0677,066B
0C,1DCB,0628,0633,0676,066C
0C,1DCC,062A,0635,0678,066F
0C,1DCD,062A,0636,0679,066E
0C,1DCE,0629,0635,0678,066B
0C,1DCF,0627,0633,0678,066B
0C,1DD0,0626,0635,0678,066A
0C,1DD1,0629,0637,067A,066C
0C,1DD2,0629,0638,067A,066C
0C,1DD3,0628,0636,0679,066B
0C,1DD4,0627,0636,0678,066A
0C,1DD5,0627,0635,0678,066B
0C,1DD6,0628,0638,067A,066C
0C,1DD7,0629,0639,067A,066C
0C,1DD8,0627,0635,0679,066C
0C,1DD9,0626,0634,0678,066B
0C,1DDA,0627,0635,0678,066A
0C,1DDB,0629,0636,0679,066D
0C,1DDC,0629,0637,0679,066D
0C,1DDD,0628,0635,0679,066C
0C,1DDE,0627,0633,0677,066B
0C,1DDF,0627,0634,0678,066B
0C,1DE0,0629,0637,0679,066D
0C,1DE1,0629,0638,0679,066D
0C,1DE2,0627,0635,0679,066B
0C,1DE3,0626,0634,0679,066B
0C,1DE4,0627,0635,0678,066A
0C,1DE5,0629,0636,067A,066D
0C,1DE6,0629,0637,0679,066D
0C,1DE7,0627,0635,0679,066B
0C,1DE8,0627,0634,0678,066A
0C,1DE9,0627,0634,0678,066B
0C,1DEA,0629,0637,0679,066D
0C,1DEB,0629,0636,0679,066D
0C,1DEC,0628,0634,0678,066D
0C,1DED,0627,0633,0677,066B
0C,1DEE,0627,0633,0677,066C
0C,1DEF,062A,0635,0679,066E
0C,1DF0,062A,0636,0678,066E
0C,1DF1,062A,0634,0677,066D
0C,1DF2,0628,0633,0677,066B
0C,1DF3,0627,0635,0678,066C
0C,1DF4,0628,0637,067A,066D
0C,1DF5,0628,0637,067A,066D
0C,1DF6,0626,0635,067A,066B
0C,1DF7,0626,0635,0679,0669
0C,1DF8,0627,0635,0678,066B
0C,1DF9,0629,0637,0679,066C
0C,1DFA,0628,0637,067A,066C
0C,1DFB,0627,0635,0679,066A
0C,1DFC,0626,0634,0678,0669
0C,1DFD,0626,0635,0678,066A
0C,1DFE,0629,0636,0679,066D
0C,1DFF,0629,0635,0679,066D
0C,1E00,0627,0634,0678,066C
0C,1E01,0627,0634,0677,066B
0C,1E02,0629,0633,0677,066C
0C,1E03,0629,0634,0678,066E
0C,1E04,062A,0635,0677,066D
0C,1E05,0629,0633,0677,066D
0C,1E06,0627,0632,0677,066C
0C,1E07,0628,0635,0678,066C
0C,1E08,0629,0636,0679,066D
0C,1E09,0628,0636,0679,066D
0C,1E0A,0627,0634,0679,066B
0C,1E0B,0627,0633,0677,066A
0C,1E0C,0628,0634,0678,066C
0C,1E0D,062A,0637,0679,066E
0C,1E0E,0629,0637,0678,066C
0C,1E0F,0628,0634,0678,066B
0C,1E10,0626,0634,0678,066A
0C,1E11,0627,0635,0679,066B
0C,1E12,0629,0636,067A,066E
0C,1E13,0628,0636,067A,066D
0C,1E14,0628,0634,0679,066C
0C,1E15,0627,0633,0677,066B
0C,1E16,0628,0635,0678,066C
0C,1E17,0629,0636,0679,066D
0C,1E18,0629,0636,0678,066C
0C,1E19,0627,0634,0679,066C
0C,1E1A,0626,0633,0678,066B
0C,1E1B,0627,0635,0678,066B
0C,1E1C,0628,0636,067A,066D
0C,1E1D,0628,0637,0679,066C
0C,1E1E,0627,0634,0678,066B
0C,1E1F,0627,0633,0677,066B
0C,1E20,0628,0636,0678,066C
0C,1E21,062A,0637,0679,066D
0C,1E22,0629,0636,0679,066D
0C,1E23,0628,0634,0678,066B
0C,1E24,0627,0633,0678,066B
0C,1E25,0628,0634,0678,066C
0C,1E26,0629,0637,0679,066E
0C,1E27,0629,0636,0678,066D
0C,1E28,0628,0634,0678,066B
0C,1E29,0627,0633,0677,066B
0C,1E2A,0629,0635,0678,066C
0C,1E2B,0629,0637,0679,066E
0C,1E2C,0629,0636,0679,066C
0C,1E2D,0627,0634,0678,066C
0C,1E2E,0626,0634,0677,066A
0C,1E2F,0628,0635,0678,066C
0C,1E30,0629,0637,0679,066D
0C,1E31,0629,0636,0678,066C
0C,1E32,0628,0634,0678,066B
0C,1E33,0626,0633,0677,066B
0C,1E34,0628,0635,0678,066C
0C,1E35,0629,0637,0679,066D
0C,1E36,0628,0636,0679,066C
0C,1E37,0627,0634,0679,066B
0C,1E38,0626,0633,0678,066B
0C,1E39,0628,0636,0679,066C
0C,1E3A,0629,0637,0679,066D
0C,1E3B,0628,0636,0679,066C
0C,1E3C,0627,0634,0678,066B
0C,1E3D,0626,0634,0677,066B
0C,1E3E,0628,0635,0679,066C
0C,1E3F,0629,0637,0679,066D
0C,1E40,0628,0636,067A,066C
0C,1E41,0626,0635,0679,066A
0C,1E42,0626,0634,0678,0669
0C,1E43,0628,0636,0679,066C
0C,1E44,0629,0638,0679,066D
0C,1E45,0629,0636,0679,066B
0C,1E46,0627,0634,0678,066B
0C,1E47,0626,0634,0677,066A
0C,1E48,0628,0636,0679,066D
0C,1E49,0629,0637,0679,066D
0C,1E4A,0628,0636,0679,066C
0C,1E4B,0627,0634,0678,066B
0C,1E4C,0627,0633,0677,066A
0C,1E4D,0628,0635,0679,066D
0C,1E4E,0629,0637,0679,066D
0C,1E4F,0629,0635,0678,066C
0C,1E50,0627,0634,0678,066B
0C,1E51,0627,0634,0677,066A
0C,1E52,0629,0636,0678,066C
0C,1E53,0629,0637,0679,066D
0C,1E54,0627,0636,0679,066C
0C,1E55,0626,0634,0678,066B
0C,1E56,0626,0633,0677,066A
0C,1E57,0628,0635,0679,066C
0C,1E58,0629,0637,0679,066D
0C,1E59,0629,0635,0678,066C
0C,1E5A,0627,0634,0678,066B
0C,1E5B,0627,0634,0677,066A
0C,1E5C,0628,0636,0679,066C
0C,1E5D,0629,0638,067A,066D
0C,1E5E,0628,0636,0679,066C
0C,1E5F,0627,0634,0679,066A
0C,1E60,0625,0633,0677,066A
0C,1E61,0628,0636,0679,066C
0C,1E62,0629,0637,067A,066D
0C,1E63,0627,0635,0679,066B
0C,1E64,0626,0634,0678,066B
0C,1E65,0627,0633,0677,066A
0C,1E66,0628,0636,0679,066C
0C,1E67,0629,0637,067A,066D
0C,1E68,0628,0636,0678,066C
0C,1E69,0627,0634,0678,066B
0C,1E6A,0626,0633,0677,066A
0C,1E6B,0629,0636,0679,066C
0C,1E6C,062A,0638,067A,066D
0C,1E6D,0628,0636,0679,066C
0C,1E6E,0626,0635,0678,066A
0C,1E6F,0626,0634,0677,066A
0C,1E70,0628,0636,0679,066D
0C,1E71,0629,0637,0679,066D
0C,1E72,0629,0635,0678,066C
0C,1E73,0627,0633,0677,066B
0C,1E74,0627,0634,0677,066B
0C,1E75,0629,0636,0678,066D
0C,1E76,0629,0636,0679,066E
0C,1E77,0628,0635,0679,066C
0C,1E78,0627,0634,0678,066B
0C,1E79,0626,0634,0677,066A
0C,1E7A,0629,0636,067A,066D
0C,1E7B,0629,0638,067A,066C
0C,1E7C,0628,0635,0678,066B
0C,1E7D,0626,0634,0677,066A
0C,1E7E,0626,0634,0677,0669
0C,1E7F,0628,0637,0679,066C
0C,1E80,0629,0637,067A,066D
0C,1E81,0628,0636,0679,066B
0C,1E82,0626,0634,0678,066A
0C,1E83,0626,0634,0678,066B
0C,1E84,0628,0636,067A,066D
0C,1E85,0629,0637,0679,066D
0C,1E86,0628,0635,0678,066C
0C,1E87,0626,0634,0678,066A
0C,1E88,0626,0634,0677,066A
0C,1E89,0628,0636,0679,066C
0C,1E8A,0629,0637,0679,066D
0C,1E8B,0628,0636,0679,066B
0C,1E8C,0627,0634,0677,066A
0C,1E8D,0627,0633,0677,066A
0C,1E8E,0628,0636,0679,066D
0C,1E8F,0629,0636,0679,066D
0C,1E90,0628,0634,0678,066C
0C,1E91,0627,0633,0677,066B
0C,1E92,0627,0634,0677,066A
0C,1E93,0629,0636,0679,066D
0C,1E94,0629,0637,0679,066E
0C,1E95,0628,0635,0678,066C
0C,1E96,0627,0633,0677,066B
0C,1E97,0627,0634,0677,066B
0C,1E98,0629,0636,0679,066D
0C,1E99,0629,0637,0679,066D
0C,1E9A,0628,0635,0678,066C
0C,1E9B,0627,0634,0678,066A
0C,1E9C,0627,0633,0678,066B
0C,1E9D,0628,0636,0679,066D
0C,1E9E,0629,0637,0679,066D
0C,1E9F,0628,0635,0678,066C
0C,1EA0,0627,0633,0677,066A
0C,1EA1,0626,0634,0677,066A
0C,1EA2,0628,0637,0679,066C
0C,1EA3,0629,0636,0679,066D
0C,1EA4,0628,0635,0679,066B
0C,1EA5,0627,0634,0677,066A
0C,1EA6,0627,0634,0677,066B
0C,1EA7,0629,0637,0679,066C
0C,1EA8,0629,0637,067A,066C
0C,1EA9,0627,0635,0679,066B
0C,1EAA,0626,0634,0678,066A
0C,1EAB,0627,0635,0677,066B
0C,1EAC,0629,0636,0679,066D
0C,1EAD,0629,0637,0679,066D
0C,1EAE,0627,0635,0679,066C
0C,1EAF,0627,0633,0678,066A
0C,1EB0,0627,0634,0678,066B
0C,1EB1,0629,0636,0679,066D
0C,1EB2,0629,0636,0679,066D
0C,1EB3,0627,0635,0678,066B
0C,1EB4,0626,0634,0677,066A
0C,1EB5,0627,0634,0677,066B
0C,1EB6,0629,0637,0679,066D
0C,1EB7,0629,0636,0679,066D
0C,1EB8,0628,0635,0678,066C
0C,1EB9,0627,0633,0677,066A
0C,1EBA,0627,0634,0677,066C
0C,1EBB,0629,0636,0679,066D
0C,1EBC,0629,0636,0679,066D
0C,1EBD,0628,0634,0678,066C
0C,1EBE,0626,0633,0677,066B
0C,1EBF,0627,0635,0677,066B
0C,1EC0,062A,0637,0679,066D
0C,1EC1,0629,0636,0678,066D
0C,1EC2,0627,0634,0678,066B
0C,1EC3,0626,0633,0677,066A
0C,1EC4,0626,0634,0678,066B
0C,1EC5,0629,0637,0679,066C
0C,1EC6,0629,0637,0679,066C
0C,1EC7,0628,0635,0678,066B
0C,1EC8,0626,0634,0678,066A
0C,1EC9,0628,0635,0678,066B
0C,1ECA,0629,0637,0679,066D
0C,1ECB,0628,0636,0679,066C
0C,1ECC,0627,0634,0678,066B
0C,1ECD,0626,0633,0677,066A
0C,1ECE,0626,0635,0678,066B
0C,1ECF,0628,0636,0678,066C
0C,1ED0,0628,0636,0678,066C
0C,1ED1,0627,0635,0678,066B
0C,1ED2,0626,0634,0677,066A
0C,1ED3,0628,0634,0678,066C
0C,1ED4,0629,0637,0679,066D
0C,1ED5,0628,0636,0679,066D
0C,1ED6,0627,0635,0678,066B
0C,1ED7,0626,0632,0677,066B
0C,1ED8,0627,0633,0677,066C
0C,1ED9,0629,0636,0678,066D
0C,1EDA,0629,0635,0678,066D
0C,1EDB,0628,0635,0677,066B
0C,1EDC,0627,0633,0677,066A
0C,1EDD,0627,0634,0678,066B
0C,1EDE,0629,0637,067A,066D
0C,1EDF,0628,0636,0679,066C
0C,1EE0,0627,0634,0678,066B
0C,1EE1,0626,0633,0677,066A
0C,1EE2,0628,0635,0678,066B
0C,1EE3,0629,0637,0679,066C
0C,1EE4,0628,0636,0679,066D
0C,1EE5,0627,0635,0679,066B
0C,1EE6,0627,0634,0678,066A
0C,1EE7,0628,0636,0678,066C
0C,1EE8,0628,0637,067A,066D
0C,1EE9,0629,0636,0679,066C
0C,1EEA,0627,0634,0678,066B
0C,1EEB,0626,0633,0678,066A
0C,1EEC,0628,0636,0678,066C
0C,1EED,0629,0637,0679,066D
0C,1EEE,0627,0636,0679,066C
0C,1EEF,0626,0635,0679,066A
0C,1EF0,0626,0633,0677,066A
0C,1EF1,0627,0634,0679,066D
0C,1EF2,0629,0637,0679,066D
0C,1EF3,0629,0636,0678,066C
0C,1EF4,0627,0634,0678,066B
0C,1EF5,0626,0634,0677,066A
0C,1EF6,0628,0636,0679,066B
0C,1EF7,0629,0637,0679,066D
0C,1EF8,0628,0636,0679,066C
0C,1EF9,0627,0634,0678,066B
0C,1EFA,0626,0633,0677,066A
0C,1EFB,0627,0636,0679,066C
0C,1EFC,0629,0637,0679,066D
0C,1EFD,0628,0635,0678,066C
0C,1EFE,0628,0633,0677,066B
0C,1EFF,0627,0633,0677,066A
0C,1F00,0628,0634,0678,066C
0C,1F01,0629,0636,0679,066D
0C,1F02,0628,0636,0679,066C
0C,1F03,0627,0634,0678,066A
0C,1F04,0626,0633,0677,066A
0C,1F05,0628,0636,0679,066B
0C,1F06,0629,0637,0679,066D
0C,1F07,0628,0636,0678,066C
0C,1F08,0627,0635,0678,066A
0C,1F09,0626,0634,0678,0669
0C,1F0A,0627,0636,0679,066C
0C,1F0B,0628,0637,067A,066D
0C,1F0C,0628,0635,0679,066C
0C,1F0D,0627,0634,0678,066A
0C,1F0E,0627,0633,0676,066A
0C,1F0F,0629,0635,0678,066C
0C,1F10,062A,0636,0679,066D
0C,1F11,0629,0635,0679,066C
0C,1F12,0627,0634,0678,066B
0C,1F13,0626,0634,0677,066A
0C,1F14,0628,0636,0678,066C
0C,1F15,0628,0637,0679,066D
0C,1F16,0628,0636,0678,066C
